,Symbol,Sharpe Ratio,Hurst
113,ANET/EQIX,0.7222809025258641,0.3658093656909148
114,ANET/ESS,0.7428443139307319,0.29690764071956866
115,ANET/FBHS,0.9832579820460016,0.2962888910154746
116,ANET/FB,0.30216734821721136,0.34306994918539696
117,ANET/FCX,0.9239216849825209,0.3591524271814284
118,ANET/FDX,0.915240589586459,0.2762807758628672
119,ANET/FITB,1.0436013126524402,0.24496585033315896
120,ANET/GE,0.7911946796404364,0.4987439232215092
121,ANET/GPS,0.1715337536140962,0.24175612236096847
122,ANET/GS,0.8361609227416827,0.3020799805642301
123,ANET/HBAN,0.7178700648049366,0.1793055425883697
124,ANET/HBI,3.15728293587505,0.32000422393012035
125,ANET/HRL,0.7703794042868798,0.3472292353925561
126,ANET/HSIC,0.7032701098702059,0.33164809856087296
127,ANET/IBM,0.7696409854758635,0.34147796537964026
128,ANET/IP,0.8205174682158765,0.26086023131501723
129,ANET/IVZ,0.8990908081817174,0.23055998142465334
130,ANET/JBHT,0.44146698661028555,0.2462449513309505
131,ANET/JCI,0.6084552102982355,0.24665558595111745
132,ANET/KEY,0.8846062229478,0.22054744129613912
133,ANET/KHC,0.9190296513416786,0.3277649061185894
134,ANET/KLAC,0.30536703392368747,0.32133918543390766
135,ANET/KSU,1.0835483251441163,0.27400206305314717
136,ANET/LEG,0.8045596239727155,0.27128294327000424
137,ANET/LEN,1.6649479774254903,0.2474829689632096
138,ANET/LKQ,0.9489217122860792,0.32620725879410545
139,ANET/LNT,0.6643865519750848,0.340741469248574
140,ANET/LVS,0.7817213454696258,0.3029322470729806
141,ANET/LW,0.9443733659676253,0.45547309406475767
142,ANET/LYB,0.7192549025112649,0.278115988805492
143,ANET/MAS,0.948638146043643,0.30156341725006175
144,ANET/MCD,0.9986249633738178,0.3354937583957948
145,ANET/MHK,0.43052391799543355,0.3663527747866193
146,ANET/MLM,0.8437573238754436,0.34848611945584557
147,ANET/MOS,0.8695388023146625,0.3197498920880931
148,ANET/MRK,0.674723339632425,0.30108866508244025
149,ANET/MTB,1.0228589779536894,0.2559787065488784
150,ANET/MXIM,1.065668122470767,0.20084518533903867
151,ANET/MYL,0.7381437113374603,0.27010251335290814
152,ANET/NRG,1.1642638696017342,0.3853304587622431
153,ANET/NTRS,0.8190192653991962,0.2863041615889554
154,ANET/PBCT,0.2845644786263619,0.22120802576039866
155,ANET/PFE,0.789551726579359,0.30681698639639954
156,ANET/PHM,0.8068584562196407,0.264066534095179
157,ANET/PKG,0.8802889823964949,0.28636349308499637
158,ANET/PNC,0.3497415222550989,0.2621001785935512
159,ANET/PNW,0.34897692358657745,0.3595715533222556
160,ANET/PRGO,0.9478114741692891,0.31737222039351226
161,ANET/QRVO,0.9273361430024705,0.3482121518171721
162,ANET/RF,0.8767227191973423,0.2285159538465395
163,ANET/RJF,0.9338177871315306,0.33911623638445615
164,ANET/SEE,0.4787898866461532,0.37754561004093823
165,ANET/SLB,1.131272004918243,0.4156308306470609
166,ANET/SLG,0.7611244524128066,0.22917269844249616
167,ANET/STT,1.976847184975097,0.3315818792268728
168,ANET/STX,0.40020013481517314,0.27745760879030607
169,ANET/SWK,0.3755899547127847,0.37477363918906226
170,ANET/SYF,0.759269285278552,0.3112867774763571
171,ANET/TPR,0.4047281161254563,0.2949702743075867
172,ANET/TROW,1.4558848863908704,0.3044686479251936
173,ANET/T,0.5722057908652822,0.3003135550298164
174,ANET/WBA,0.8821501467216007,0.31372356846692784
175,ANET/WDC,0.7069232553969734,0.408192800286172
176,ANET/WRK,0.7617970034063029,0.2984456910787688
177,ANET/WY,0.8730585898078743,0.23086311335923826
178,ANET/XLNX,0.10808362518931494,0.33714520170183987
179,ANET/YUM,0.8673775231426221,0.33642423300558644
180,ANET/ZION,0.6169022717695214,0.25177838924415086
181,ANSS/VNO,0.2335402774584011,0.35994245617198306
182,ANTM/AVB,0.881174471523461,0.2891699023545402
183,ANTM/CHD,0.6207164665945999,0.34596693793804173
184,ANTM/CLX,1.77649609532036,0.3481029773767535
185,ANTM/DG,0.166562486977532,0.35534812516659414
186,ANTM/LLY,0.868922939796306,0.3481299758374339
187,ANTM/PFE,0.5626885905453264,0.27413699353713183
188,ANTM/UAL,0.7467884378487679,0.33942320272884813
189,ANTM/UDR,0.13051039040084947,0.28418435264257635
190,ANTM/VZ,1.4630550819061554,0.20389212500225024
191,ANTM/WEC,0.789205198199812,0.290704438280158
192,ANTM/WYNN,0.31949144983525696,0.2964954254587067
193,AOS/CME,0.580993835176577,0.42739838115042056
194,AOS/MKC,0.760662486238094,0.4759419317872659
195,AOS/MOS,0.9279201355101452,0.43932246477025294
196,APD/CCL,0.5590828924162196,0.3108163900043271
197,APD/NCLH,0.79858810259922,0.4062661887779217
198,ARE/AVGO,0.5736607618682135,0.4217256637686718
199,ARE/AWK,0.17248547709168732,0.35548373900077296
200,ARE/AXP,0.8089579611993598,0.2707515102202596
201,ARE/AZO,0.8664289101266915,0.45012699624589686
202,ARE/A,1.139099569806479,0.3395184310184274
203,ARE/BBY,0.8170993790523916,0.3075100338557828
204,ARE/BDX,0.23509394955097118,0.43436375240263453
205,ARE/BIIB,0.603610880162851,0.4991726872507603
206,ARE/BKNG,0.700790933867449,0.34543992673045176
207,ARE/BK,0.5446699498729666,0.38694848397908554
208,ARE/BLK,0.455471153584374,0.43084081757538156
209,ARE/BLL,1.0112682277091989,0.42556104277641543
210,ARE/BR,0.6958359947683844,0.46163727514704095
211,ARE/BSX,0.5543165743727793,0.2226066183984615
212,ARE/BWA,0.12922776087368318,0.38873779422966315
213,ARE/BXP,0.089271915978208,0.45577745225686395
214,ARE/CAT,0.8461597630860357,0.45342410755786544
215,ARE/CB,1.392895273221425,0.4473151769799238
216,ARE/CCL,0.8470000535499806,0.441547812350408
217,ARE/CDNS,1.0272375236350655,0.40137670350425186
218,ARE/CDW,0.8442161345349463,0.32955425742694244
219,ARE/CERN,0.42867294570472664,0.3717450070681515
220,ARE/CFG,0.5195764946172845,0.26280537441617496
221,ARE/CF,0.9123172362392862,0.37245742337260573
222,ARE/CHD,0.32972962689431434,0.4243114077713962
223,ARE/CINF,0.8534202539070963,0.4236893895282628
224,ARE/CLX,3.045729988068782,0.4939652800811802
225,ARE/CMCSA,0.7560082957179477,0.4096241230333998
226,ARE/CMG,0.7772034578023327,0.3380739575124478
227,ARE/CMI,0.6151699986530962,0.46697108738743304
228,ARE/CNC,0.7945261773650023,0.32028559952400304
229,ARE/CNP,0.6901050543865658,0.3751756349892902
230,ARE/COF,0.7140487832775715,0.3311239848423207
231,ARE/COP,0.1913310690603107,0.4557303309017888
232,ARE/COTY,0.47726084683743625,0.3141198521011401
233,ARE/CPRT,0.8598310964712474,0.43344502741074
234,ARE/CRM,0.8292028898871029,0.33212622194976743
235,ARE/CSCO,0.794314862808014,0.3488204469042153
236,ARE/CSX,0.672983534720975,0.33914783951773625
237,ARE/CTAS,0.8148987959166689,0.4132349460574479
238,ARE/CTL,0.8658447421200552,0.4163820358770558
239,ARE/CVX,0.5668922903458076,0.3934323891695472
240,ARE/CXO,0.5902683049239217,0.41873387172664095
241,ARE/C,0.7760809691215665,0.3667267955992271
242,ARE/DD,0.8169671456026344,0.3777115211697061
243,ARE/DE,0.45027760980705905,0.4321020089599578
244,ARE/DFS,0.8160389412463798,0.3791741025972416
245,ARE/DHR,1.170039138356293,0.3559467519264062
246,ARE/DISCA,0.5956491852331106,0.46528394088947217
247,ARE/DISCK,0.392687963075431,0.48006178038707115
248,ARE/DISH,0.9199497284294538,0.3955598049221944
249,ARE/DLR,1.5240864517656418,0.36745579607859963
250,ARE/DLTR,0.12103366441065859,0.3689993451109469
251,ARE/DOV,0.6138548866664097,0.4617723761577991
252,ARE/DPZ,0.6393016880680905,0.3146251221394962
253,ARE/DRE,0.5206480837907191,0.4362054890515781
254,ARE/DUK,0.1306645495138454,0.4070650992651975
255,ARE/DXCM,0.8688002174137057,0.33959276834934815
256,ARE/EBAY,0.8289662721488679,0.3613000469580164
257,ARE/EL,0.8190994771974899,0.4920097351594784
258,ARE/EMN,0.530229717668066,0.4493188906173679
259,ARE/EMR,0.8402823807508322,0.35905553051242656
260,ARE/EOG,0.7361725539933394,0.4637464189286638
261,ARE/EQIX,0.5483002544729692,0.4456158814974946
262,ARE/ESS,0.09539101723278855,0.38060079492402993
263,ARE/ETFC,0.5488926609284146,0.3756178946473399
264,ARE/ETN,0.6327227811785814,0.4836015918910762
265,ARE/EW,0.8158342600371652,0.4225981419549153
266,ARE/EXR,0.7350537178587058,0.41068280543560576
267,ARE/FANG,0.8971891513992555,0.3921895439926472
268,ARE/FAST,0.22370714481480108,0.47863756706225913
269,ARE/FBHS,0.12610329459057718,0.3832976493976487
270,ARE/FB,0.8072864975284498,0.34732083096159627
271,ARE/FFIV,0.14313868300413263,0.40488314670776626
272,ARE/FIS,0.6279546769039676,0.29238037276114426
273,ARE/FITB,0.6766448332801172,0.2866462521637991
274,ARE/FLIR,0.6047352714480455,0.47663789726008693
275,ARE/FLS,0.9706246127722055,0.4428584382649542
276,ARE/FMC,0.3793445878848107,0.3802069481637598
277,ARE/FRC,3.836894686429222,0.33337755880330777
278,ARE/FRT,1.162438298824262,0.41361677675978525
279,ARE/FTI,0.5631089169470099,0.37996955681275213
280,ARE/FTNT,0.7476179136679818,0.4002792512731286
281,ARE/FTV,0.9228393544606208,0.37083671701024845
282,ARE/GIS,0.4690768372723708,0.39228849620643574
283,ARE/GLW,0.7454369574625136,0.45529063759292887
284,ARE/GOOGL,0.6860331862922131,0.3342963890687439
285,ARE/GOOG,0.7436489015355426,0.33374410415453043
286,ARE/GPN,1.2242474399348373,0.3403016954434646
287,ARE/GPS,0.15687473752046172,0.24651830847327522
288,ARE/GRMN,1.4773635271953036,0.4206736159810598
289,ARE/GS,0.7926042682041585,0.36468386634942246
290,ARE/GWW,0.8512059755680211,0.4393243042836122
291,ARE/HAL,0.8617586179769715,0.4797856510276597
292,ARE/HAS,0.8389629212126092,0.4085056506114651
293,ARE/HBAN,0.3542453251605119,0.35068819752286007
294,ARE/HBI,0.8652300186656419,0.4053039146742458
295,ARE/HD,0.7727117758028946,0.4547702072624287
296,ARE/HES,0.9841443217510448,0.49015244896831106
297,ARE/HLT,0.6905078765745386,0.336937438826113
298,ARE/HON,0.6123537803655068,0.4242315271260839
299,ARE/HPE,0.9730700043659438,0.3792958945988324
300,ARE/HPQ,0.8583870282517877,0.3780234352679345
301,ARE/HRL,0.8885770795498636,0.3683966776918109
302,ARE/HSIC,0.8111055393716915,0.417889489103984
303,ARE/HUM,0.8001828430165352,0.3537095373188639
304,ARE/HWM,0.8230292090290496,0.4977222556398481
305,ARE/IDXX,0.9135007533364771,0.4338767416156024
306,ARE/IEX,0.7995851412423711,0.4669051514838252
307,ARE/ILMN,0.8131379769711043,0.324962247250424
308,ARE/INCY,0.7873132344339864,0.3763516873682659
309,ARE/INFO,0.6689019836794267,0.1708931794598534
310,ARE/INTC,0.19923126201153385,0.3407874765886591
311,ARE/IPGP,1.3392877984844955,0.3637406956662546
312,ARE/IP,0.8716690087072577,0.4772309896783368
313,ARE/IQV,0.7617647441860781,0.41885139508325325
314,ARE/IRM,0.7540187191754706,0.44649439786658934
315,ARE/IR,0.780610342028477,0.3162167028783704
316,ARE/ISRG,0.21060337934807255,0.2881847854260675
317,ARE/ITW,0.7760684334867267,0.4366098903048103
318,ARE/IT,0.7381307774897174,0.4925731067921194
319,ARE/JBHT,0.8488626917554595,0.29312935965656906
320,ARE/JCI,0.639863872169522,0.38020730457328367
321,ARE/JNJ,0.5656988990467051,0.3852174302925289
322,ARE/JNPR,0.7144978016330714,0.3560883855946149
323,ARE/JPM,0.7508129726766413,0.4003024202983251
324,ARE/J,0.6087789992566789,0.4307370827231032
325,ARE/KEYS,1.515927015163931,0.39666118422161006
326,ARE/KEY,0.6627899231050365,0.34636277769186646
327,ARE/KHC,0.876465428850264,0.4406602102500204
328,ARE/KLAC,0.5361981863678165,0.45117223763585623
329,ARE/KMB,0.04086213391842134,0.4440482456398556
330,ARE/KMI,0.8577322520984495,0.3777950857862378
331,ARE/KSS,1.6301929578286674,0.40505267866263533
332,ARE/LB,0.8450044948696493,0.40674804356943184
333,ARE/LEG,0.46771703837760104,0.40643825551069
334,ARE/LH,0.9075200103577585,0.2874248281283217
335,ARE/LIN,0.6680001991998801,0.32989678334889466
336,ARE/LLY,0.3232497546780392,0.430275530504311
337,ARE/LRCX,0.8620908407631891,0.4001882686939318
338,ARE/LUV,0.7179801740062328,0.4045007767673414
339,ARE/LVS,0.6745162497762321,0.3162489928674885
340,ARE/LW,0.5794078061911131,0.4829253108015305
341,ARE/LYB,0.7835099531299043,0.36507423129437633
342,ARE/LYV,0.862842893645687,0.3690111783294055
343,ARE/MAS,0.7092093401959927,0.4402324557772922
344,ARE/MA,0.9451021495657416,0.3455239165061057
345,ARE/MCHP,0.25092777037673497,0.46962148015519106
346,ARE/MCO,0.5035003227247916,0.40128417494944757
347,ARE/MDLZ,0.6237623797734322,0.47511715724845266
348,ARE/MKC,0.9487972420896736,0.35163975703951833
349,ARE/MKTX,1.3087761945984389,0.47369336164584963
350,ARE/MLM,0.8925448646665839,0.4818568091368676
351,ARE/MOS,0.868079969922233,0.3279566811354868
352,ARE/MPC,0.6869423660895985,0.4713810730261321
353,ARE/MRK,0.3840853149103963,0.4012118536416206
354,ARE/MSCI,0.6573840697301053,0.407532032017893
355,ARE/MSFT,0.5352835931872666,0.32820952901763106
356,ARE/MSI,0.8597170492884136,0.3687089957865913
357,ARE/MS,0.7315688458802562,0.31830691225931634
358,ARE/MTD,3.3455271057303513,0.43638980561890134
359,ARE/MU,0.8341350140985241,0.4324065220202909
360,ARE/MXIM,0.9946580068667334,0.3897446786396601
361,ARE/NDAQ,0.6158325509658114,0.3768725291322794
362,ARE/NEE,0.6142050698727601,0.34672130680547314
363,ARE/NFLX,0.7073493441647861,0.486557141507668
364,ARE/NI,0.6195982958003662,0.38143374354603216
365,ARE/NOC,0.49713366187267277,0.4642889146743253
366,ARE/NOV,1.096449676766151,0.43200111346294684
367,ARE/NOW,0.9298518822493694,0.2961377392627947
368,ARE/NRG,0.7289267199559422,0.4444525629332416
369,ARE/NSC,0.8325631237023644,0.40875185187958646
370,ARE/NTAP,1.0327527566796646,0.331922809862962
371,ARE/NVDA,0.9310166422350609,0.3930573185900849
372,ARE/NVR,0.47415843638082134,0.39835709334951913
373,ARE/NWSA,0.7231029088039389,0.39540637873023604
374,ARE/NWS,0.8393625907601354,0.34352701716329986
375,ARE/ODFL,0.7915146460961112,0.4849052773810615
376,ARE/OKE,0.9026920251249192,0.3959230421079782
377,ARE/ORCL,0.8617361788027738,0.42767903293992227
378,ARE/ORLY,3.9376127786470323,0.3992545716684891
379,ARE/PAYC,0.9780269160960587,0.46446656211938214
380,ARE/PAYX,0.8677324387963375,0.4283272583840207
381,ARE/PBCT,0.40491037272359,0.3519639861323666
382,ARE/PEAK,0.3018222439433007,0.43982462097048364
383,ARE/PGR,0.7683683869174462,0.41228845640267825
384,ARE/PHM,0.5446835108795519,0.3866058973963481
385,ARE/PKI,0.8027185385389337,0.457231513182965
386,ARE/PNC,0.3348517639534271,0.4474650212129725
387,ARE/PPG,0.8036424328702566,0.3826224029842284
388,ARE/PRGO,0.834878594486596,0.31086849157483215
389,ARE/PWR,0.8061282849138716,0.3601264439733567
390,ARE/PYPL,0.9474399308269352,0.29029222227412205
391,ARE/QRVO,1.8805392838615707,0.41594271201824984
392,ARE/RCL,0.7194872226429897,0.4604038894984246
393,ARE/REGN,0.8245431064716313,0.42845341835095085
394,ARE/RE,0.9038675756110608,0.43041923492684947
395,ARE/RHI,0.8455336041644141,0.4409190455884114
396,ARE/RJF,0.7278137061172741,0.4344407985987304
397,ARE/RMD,0.8706723743258795,0.3394133429609637
398,ARE/ROL,0.16804343192880827,0.39670080190743306
399,ARE/ROP,0.31758208599751303,0.32757708715977935
400,ARE/ROST,0.8196134315838852,0.30436818025605156
401,ARE/RSG,0.49009509726435696,0.2566076043437994
402,ARE/SBAC,3.2433848963456833,0.4362300316319311
403,ARE/SCHW,0.3576361008511298,0.34981716312085476
404,ARE/SHW,0.8568053268418415,0.43564686157511584
405,ARE/SLB,0.8663396443297936,0.4768852407550974
406,ARE/SNA,1.0244658641078541,0.4776293883821301
407,ARE/SNPS,0.9915506508787141,0.36989958538401635
408,ARE/SO,0.7992572518317781,0.4585836776631412
409,ARE/SPGI,0.6992071800661531,0.35214213309773457
410,ARE/SPG,0.3819579888555785,0.38606478359146146
411,ARE/SRE,0.7451157811564082,0.2831130567673081
412,ARE/STE,0.5817641721612273,0.33501678847795174
413,ARE/STT,0.7940683507176973,0.45325912239821015
414,ARE/STX,0.7151078806144958,0.3467591607969663
415,ARE/STZ,0.33840555739332173,0.375834529140128
416,ARE/SWKS,0.6468864210173233,0.4474674681383881
417,ARE/SYF,0.8206245851943526,0.4028671551181413
418,ARE/TAP,0.7771165568965698,0.4385620010281504
419,ARE/TDY,1.063115426180386,0.35675812087329695
420,ARE/TEL,1.6235570690490702,0.41736031473260915
421,ARE/TFC,0.6228788360567922,0.29293111031653785
422,ARE/TFX,0.5112653340501505,0.4691039407489972
423,ARE/TIF,0.3441332721190957,0.4871111068118988
424,ARE/TJX,0.806574531668583,0.38347869214599584
425,ARE/TMO,1.0265315426420167,0.4112468126265334
426,ARE/TSCO,0.21649343196627566,0.4625534111130679
427,ARE/TTWO,0.9467117130319169,0.34032600764540316
428,ARE/TT,0.7927152631643654,0.4220651525914831
429,ARE/TXN,1.5507685271851668,0.3071167040710746
430,ARE/TYL,0.8506571087216235,0.48688446851962364
431,ARE/T,0.3708119671563887,0.39689747706799344
432,ARE/UDR,0.296203520415143,0.4727718203738446
433,ARE/UHS,0.7669302149575046,0.3214078257472195
434,ARE/UNH,0.8491522355638687,0.2719813832541136
435,ARE/UNP,0.8002756196448914,0.3597743647935849
436,ARE/URI,3.1027006655433733,0.4917031456416493
437,ARE/USB,0.3583878378425302,0.32561381260489064
438,ARE/VAR,0.557287055073491,0.36531285698750665
439,ARE/VMC,0.6832686673529142,0.46584479080409547
440,ARE/VRSK,0.08800729594163187,0.30709594560719783
441,ARE/VRSN,0.9927973763961663,0.32044272933474244
442,ARE/V,0.8342463596356726,0.26669409543714334
443,ARE/WBA,0.7424240472909426,0.32938920636256647
444,ARE/WFC,0.7754565559075246,0.33534080213103623
445,ARE/WMB,0.8907837901301309,0.44341501295194824
446,ARE/WST,0.22884133410450574,0.4747502748413315
447,ARE/WYNN,0.051053330802812304,0.26475981755473044
448,ARE/WY,0.17002116446028379,0.4849904785964822
449,ARE/XEL,0.5310668229777188,0.4001231865356172
450,ARE/XLNX,0.9458351753730615,0.37967546126672413
451,ARE/XOM,0.6833839918946283,0.42773873793089284
452,ARE/XRX,0.8017466123452387,0.4127097425986714
453,ARE/ZBH,0.47620550861897204,0.45266647600546334
454,ARE/ZBRA,1.0268713452079,0.34335202108733576
455,ARE/ZION,0.6299248937492744,0.32637757189400385
456,ARE/ZTS,0.9365617080125735,0.3043642622765255
457,ATO/COTY,0.899577477920636,0.32174728954489934
458,ATO/EXC,0.3137725658323137,0.23152306682007875
459,ATO/FCX,1.1048157639793066,0.27851620187439724
460,ATO/GS,0.8678411185927725,0.3576128081974744
461,ATO/HUM,0.5366831144161041,0.29041879573161616
462,ATO/ITW,0.37800686950170126,0.4106651474969012
463,ATO/MGM,2.2318881794324743,0.21237584700433199
464,ATO/MS,0.7139422628467474,0.31770282318352927
465,ATO/TSN,0.2293464858199739,0.41748686050394146
466,ATO/VRSK,1.1030532562170194,0.3518204943342856
467,AVB/CDW,0.7458510178666755,0.39052805309842287
468,AVB/LLY,0.7413547836432756,0.4143252757962868
469,AVB/MRK,0.45495208591361613,0.36962998038888983
470,AVB/ROL,0.08307353750229841,0.3947547249952583
471,AVB/UAL,0.25535224336242746,0.22483241216635041
472,AVB/UNH,0.7536675295337388,0.3156681015096598
473,AVY/BAC,1.370948494192268,0.32729771877355657
474,AWK/CMS,0.5522989903231674,0.3421406419905126
475,AWK/HSIC,0.8292160161220083,0.3700778640127681
476,AWK/MRK,0.8603956387597548,0.3885868034744388
477,AWK/NOC,0.8025081465389551,0.47856453473589644
478,AXP/FRT,0.34571777669607495,0.3035211203934364
479,AXP/HSIC,0.004035797886637127,0.37738294275427475
480,AXP/NWS,0.9033293376126215,0.4864157960533311
481,AXP/O,0.5592675025893015,0.36463029847534084
482,AXP/TSCO,0.673015613504452,0.4075929514557093
483,AXP/TT,0.6984545797210681,0.3556351633570937
484,AXP/UAL,0.4537160962552226,0.28922209280412037
485,AZO/CVS,0.02166933902954719,0.2933838321312593
486,AZO/GPC,0.7469472084399562,0.36267401889066253
487,A/HWM,0.8266837672016357,0.459051705673614
488,BAC/MAS,0.4453688297282436,0.3361352420501339
489,BA/BIIB,0.8184376560301392,0.45518287284487274
490,BA/BKNG,2.929240645010862,0.49402842305951233
491,BA/CAH,0.18526967573733807,0.41783783187199197
492,BA/CCL,0.9612891718513366,0.4598905922751449
493,BA/CF,0.1756645516365747,0.3559686347388151
494,BA/CHTR,0.4007787843585873,0.49254643802426423
495,BA/CI,0.7527292508932655,0.42570520543331425
496,BA/CME,0.10766192267928786,0.3720939450970653
497,BA/CMG,0.6671049784450446,0.46850026262151495
498,BA/CNP,0.37959487545366777,0.45779594697681786
