Date,Open,High,Low,Close,Adj Close,Volume
2001-11-26,42.50693893432617,42.8769645690918,41.95189666748047,42.61794662475586,26.05901336669922,630100
2001-11-27,42.553192138671875,42.80295944213867,42.035152435302734,42.24791717529297,25.832752227783203,848100
2001-11-28,41.97039794921875,42.43293380737305,41.7761344909668,41.98889923095703,25.674375534057617,377100
2001-11-29,41.896392822265625,42.201663970947266,41.258094787597656,42.0721549987793,25.725284576416016,821700
2001-11-30,42.0721549987793,42.553192138671875,42.044403076171875,42.29417037963867,25.861024856567383,713500
2001-12-03,42.29417037963867,42.46068572998047,41.7761344909668,42.183162689208984,25.79317283630371,1031900
2001-12-04,42.183162689208984,43.11748504638672,41.95189666748047,43.11748504638672,26.364450454711914,918400
2001-12-05,43.11748504638672,44.48658752441406,43.11748504638672,44.024051666259766,26.918792724609375,1162900
2001-12-06,43.61701965332031,44.310821533203125,43.26549530029297,43.92229461669922,26.8565731048584,673500
2001-12-07,43.348751068115234,43.61701965332031,42.79370880126953,43.15448760986328,26.3870792388916,877600
2001-12-10,43.15448760986328,43.3857536315918,41.78538513183594,42.14616012573242,25.770526885986328,768300
2001-12-11,42.183162689208984,43.31174850463867,42.183162689208984,42.88621520996094,26.22304344177246,677500
2001-12-12,42.88621520996094,42.88621520996094,41.887142181396484,42.47918701171875,25.974170684814453,446300
2001-12-13,42.29417037963867,42.386680603027344,41.44310760498047,41.72063064575195,25.51034927368164,820900
2001-12-14,41.62812042236328,42.10915756225586,41.258094787597656,41.517112731933594,25.385896682739258,875500
2001-12-17,41.535614013671875,43.061981201171875,41.535614013671875,43.061981201171875,26.330520629882812,1322400
2001-12-18,43.01572799682617,44.48658752441406,43.01572799682617,44.033302307128906,26.924442291259766,2280400
2001-12-19,43.4782600402832,43.82053756713867,43.24699401855469,43.58926773071289,26.652931213378906,706800
2001-12-20,43.709529876708984,44.310821533203125,43.61701965332031,44.07030487060547,26.947063446044922,926700
2001-12-21,44.06105422973633,44.07030487060547,42.91396713256836,43.3857536315918,26.528493881225586,1905100
